insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Camella Creagh', 'azomiwxufdjcnls', '2021-12-01T19:42:37Z', '2021-06-18T19:15:33Z', '2362', '400', 'igmpscvlryuetjhoadqzxf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dal Jachimiak', 'kwytonuxhpasrvq', '2021-10-27T16:15:46Z', '2021-12-05T19:59:58Z', '4890', '2013', 'qflpdrnsyokxbjegavihctmuzw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Leroi Donati', 'cgdjyzhpftkabrws', '2021-08-13T04:21:01Z', '2021-07-26T20:10:50Z', '2736', '4205', 'rmucnigwfzdxhbkpjselqvtyoa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Isak Petheridge', 'gzejnwabfokvursqxth', '2022-02-23T06:34:54Z', '2021-10-05T15:55:32Z', '4635', '1870', 'whltyjogfpksz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Debera McGready', 'dxmhsqyjuogwprcibfvk', '2022-01-04T11:16:43Z', '2021-11-07T08:54:15Z', '828', '1960', 'onawrthudqikjf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Chantal Coughlin', 'gtfdwbqeajcxnkhlsom', '2022-05-27T19:08:06Z', '2021-06-24T10:04:52Z', '3022', '3149', 'ulwrabjmvy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lauritz Pickersail', 'nltmujfxqzow', '2021-08-13T19:56:49Z', '2022-05-21T01:37:01Z', '2511', '2899', 'tdawseoxmbugpznyfjcqrivlkh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gianni Brabbins', 'moxhaengfuqvtwziplc', '2022-04-28T22:17:04Z', '2022-04-03T07:02:03Z', '1889', '3196', 'tobnudfvwqzesjpcli');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Shaina McGookin', 'lynuqdojzepfithvkmrs', '2022-05-28T10:15:52Z', '2021-10-11T13:07:31Z', '4373', '1482', 'xdvkgfcnbpaqmsrwilteujyzho');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Auguste Twinborough', 'ekcjlmatdqvs', '2021-09-05T10:20:06Z', '2022-05-24T05:54:27Z', '2493', '736', 'bphmxeifovcwgdjznsktaruyql');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Maggie Mustard', 'nztrosckamijqex', '2021-09-21T23:08:09Z', '2022-02-06T00:57:15Z', '4282', '1054', 'rfcespqtxlvkdnuymbwjoghazi');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Nels Muffett', 'lmzuiyxhvqr', '2021-10-17T20:57:08Z', '2022-05-29T23:47:19Z', '3051', '1138', 'idyefngxzwhjbmvlaopskrctuq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Christian MacDwyer', 'dsnpyixgmjlkqta', '2021-08-21T14:06:45Z', '2022-04-11T16:02:24Z', '1385', '4393', 'spiaumwlfdqgnxzthkrov');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Georgianne Grabiec', 'ymhvsxnbwrujgiptdk', '2022-05-21T08:08:48Z', '2022-01-30T05:41:40Z', '2986', '274', 'tfkzqipgmswoahyljrvudnexcb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Job Blindermann', 'xotusifkqpy', '2021-07-21T20:04:15Z', '2021-12-03T09:39:49Z', '3335', '373', 'dthvrjuysmqoknaxclfpigzbwe');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Pablo Docherty', 'labxghmyvwzuond', '2021-09-28T21:30:05Z', '2022-04-09T02:50:24Z', '1692', '2129', 'ztwqkuesphmof');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Adrienne Hawkswood', 'tcmfebioqdhwlxgn', '2021-09-12T18:59:35Z', '2021-06-28T01:12:45Z', '4367', '3880', 'gynphrmezlwodajvbucsktxfiq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Salomon McCorrie', 'wjgcaukmpn', '2021-08-22T11:18:26Z', '2021-10-25T11:57:33Z', '3651', '654', 'oxsgmvwqitnfezpjkaycbldurh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lilas Chasteney', 'hfkcszdbnqu', '2021-12-27T16:37:00Z', '2021-10-09T22:45:54Z', '4739', '835', 'ivesmyjokxlnrazwduchpftbqg');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Shirlene Ffrench', 'elpxdcgfuirvw', '2022-01-07T10:24:18Z', '2022-06-03T12:34:15Z', '4422', '948', 'bihdnlfsgzxakwtpyumoecrvjq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Roanne Bissex', 'meaopcvdfbl', '2021-09-12T09:27:22Z', '2021-08-30T16:49:15Z', '412', '4082', 'csrdiztmupybglvonwfajqkhxe');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Justis Moyce', 'jgyplxkzftsevcqwu', '2022-05-24T09:16:15Z', '2022-06-02T02:46:28Z', '508', '813', 'elimpcansqryktwvxhbgdufjoz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Aurthur Spincks', 'lkgwjqiasc', '2021-10-21T21:06:35Z', '2021-07-20T23:40:12Z', '1582', '232', 'fwjzunpqihgyevolkb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Melinda Lippi', 'wuogzxdpkmvactnbye', '2022-06-01T04:29:05Z', '2021-11-09T20:18:13Z', '2456', '4126', 'ecbgioykjt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alain Bosnell', 'qbifyedmlkohjzcsrp', '2022-04-17T20:26:53Z', '2021-11-15T11:46:59Z', '2699', '2753', 'pkijerhxtsbyglwa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Keary Tomkin', 'xinuqfoeamrlpsdz', '2021-09-13T19:49:13Z', '2021-06-23T20:54:35Z', '51', '4618', 'slmckhibwjyfotedgqznxvarpu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Florri Tinmouth', 'ysdwkonbaxluhivjr', '2022-04-05T11:33:22Z', '2022-03-31T23:03:26Z', '3882', '4497', 'dpnibwsfzjcextrqohamkvugly');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ira Senten', 'fglvjatdybphnrzwusek', '2022-01-19T04:28:26Z', '2021-07-30T02:34:20Z', '4466', '4908', 'adyvgrxzlqfbtseknuhcowmijp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bo Martinovic', 'eumcbpinoahjtfrzdv', '2021-12-26T07:05:06Z', '2021-10-18T14:59:26Z', '1250', '3689', 'gcauhpdzsnrbqymjelwkxifovt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Jaime Bratchell', 'qbwreckmxzpuhdjfnigo', '2022-03-18T01:48:36Z', '2022-03-06T03:39:50Z', '382', '3670', 'qwskpaheurzitnbocmflydxjgv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lyndel Saxon', 'lazdsxjmvcfn', '2022-01-28T23:51:02Z', '2021-09-18T13:01:50Z', '4489', '3505', 'kfrztqvidjahpxecuoywlgmsbn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Base Hainning', 'evdprmswaiu', '2022-04-25T09:58:28Z', '2022-03-19T16:39:38Z', '977', '2854', 'otgbekjqydvwzlsrpixhfnmuca');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Benedict Sealey', 'wmkgitldezqfxjvy', '2021-08-11T18:52:42Z', '2021-10-24T18:08:18Z', '4256', '4663', 'cxqvtpizkhjuolranfydmgsbwe');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Raoul Lux', 'lgdsahocrq', '2021-09-14T23:42:52Z', '2021-07-25T22:07:04Z', '271', '2315', 'zgojhbicymvp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Debor Banaszewski', 'mblitadepszqjonxgk', '2021-11-04T21:32:59Z', '2022-02-09T15:15:28Z', '987', '2883', 'ihwftvqsromlapu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Darn Clineck', 'xwfqirtmlzpnkcudgse', '2021-09-11T06:09:44Z', '2022-05-03T04:40:27Z', '2888', '4471', 'fmycwurenigpxjzlqktdbohvsa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Stephenie Davidwitz', 'fxdrbmzngqstylekcavi', '2021-09-02T19:23:37Z', '2021-11-28T01:47:42Z', '2957', '3535', 'wayblcjfzi');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cointon Moorfield', 'wluqbgtarodefy', '2021-12-01T12:26:22Z', '2022-03-16T17:18:34Z', '13', '2636', 'wqodhmglvitrsupakj');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ferdinanda Stephenson', 'flodbhmujkprzec', '2021-12-08T09:56:23Z', '2021-08-11T04:33:13Z', '384', '3132', 'dgtflwaqjzieynvouxckmbphrs');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Wolfie Hysom', 'bpqlnskmytgfeiw', '2021-07-20T02:24:18Z', '2022-03-26T22:38:57Z', '2437', '84', 'wdgntsqhzpxijlkvearumofbcy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Tansy Litt', 'pnfadlqtwovsc', '2022-02-27T09:20:33Z', '2021-12-23T12:28:34Z', '773', '1722', 'ezfwmkagnrlsitvxojqphcuybd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Cybill Rohan', 'mwdeygqfitanjxusl', '2021-09-10T01:14:36Z', '2022-05-21T09:28:36Z', '460', '1056', 'pklqbgjvmarwyhizt');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Orland Abry', 'rfohmbpsqjwlie', '2021-07-29T10:42:15Z', '2021-07-29T20:29:19Z', '1933', '1116', 'svychdnugjrplomieztfakxbqw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Bryana Rousell', 'czuwfhoedajirqmgxkl', '2021-08-19T18:43:42Z', '2021-11-10T18:50:42Z', '2846', '3016', 'nvqdcfbupgyzithswmerlajkxo');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ansley Gumb', 'kafuzmtdphscqlxbvon', '2022-01-01T11:24:02Z', '2021-12-09T05:33:15Z', '423', '2676', 'gmrqikdsoljawnxftz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alfreda McOrkill', 'jtgrshwvpzcamyoi', '2021-10-29T14:06:56Z', '2021-08-01T06:08:53Z', '3294', '3353', 'ibcagphofexqzvwljuyrtnsmkd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dominica Trafford', 'ykzeujoqadx', '2021-09-11T05:53:36Z', '2022-05-07T15:29:40Z', '4683', '408', 'ndfpbyqraugevmkzxthljwcsoi');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Olwen Laughtisse', 'yeknulthwobrdj', '2022-01-19T19:27:20Z', '2021-11-25T00:25:32Z', '3075', '2981', 'cfhrveujlgawtnm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Stefan Northern', 'lbgenodfmkxyuricjzva', '2021-08-02T05:21:44Z', '2022-03-19T23:40:52Z', '3329', '4221', 'vagdrtehmzycijquopkxfwsnlb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gail Krabbe', 'tixkwdmofpqjsg', '2022-01-09T14:55:51Z', '2021-10-19T00:11:44Z', '1340', '209', 'zdoqpxsegmrnubjywlktcvfiha');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Trula Oxenbury', 'nvqwhukpoxgeltsbcmza', '2021-06-21T16:39:24Z', '2021-07-15T17:38:01Z', '4525', '4584', 'npuywjmxikzdetgfohalvscbrq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Merola Hynd', 'ytodjneapzmchr', '2021-08-27T02:05:57Z', '2022-04-22T06:11:32Z', '112', '4409', 'eypogivmzscqulwxnafrhbdtjk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lusa Geare', 'skwitbqpzvdyx', '2022-05-14T11:31:59Z', '2022-03-22T01:52:32Z', '4083', '438', 'mlectsbjrhfquwvxiygzpdknao');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Quentin Rastrick', 'ahzidnptxkys', '2021-06-27T01:49:35Z', '2021-09-30T16:28:47Z', '1636', '3012', 'lugvbketywnjdxmzpqcfhisroa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Romola Wooding', 'xyazwsqghbrcdv', '2021-09-16T16:34:46Z', '2022-05-01T22:26:13Z', '2994', '521', 'xjitdgfhvluczarnwobmseqykp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ansel Gheeorghie', 'fhmnsvklrqje', '2021-08-25T00:53:05Z', '2022-04-03T05:35:23Z', '4287', '477', 'nqbuaxojrtsvzhlkeipcdyfwgm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alphonso Cleere', 'ljbpsakehr', '2022-02-03T06:03:16Z', '2021-08-22T15:13:56Z', '2385', '1993', 'eqcygzsdrjapnlxvouk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Phil Bimrose', 'wfvapdqsntcxgezo', '2021-07-21T01:11:27Z', '2021-09-04T05:01:42Z', '3087', '2257', 'wbzeysukohlvmfcrgnjaqdpxti');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alvie Brunning', 'tsecihyrkwvodmu', '2022-03-29T05:22:47Z', '2021-10-16T16:47:44Z', '3411', '3222', 'yptkxnflamizvhjwgdcb');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Erek Jedrych', 'qkjnoblcup', '2021-10-12T15:09:16Z', '2021-06-12T08:43:51Z', '1480', '4589', 'gapvkobhierjdycwtfunszlxqm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Vasily Basson', 'zgxkensyaob', '2022-01-20T13:17:19Z', '2022-01-10T10:28:26Z', '4343', '3678', 'rgytvhdjwfipkocmnqzxueabls');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Artie Flatt', 'kfgqzwmboclsix', '2021-08-22T06:07:57Z', '2021-06-28T09:22:39Z', '2601', '4424', 'atvqxewdijzos');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Franz Treamayne', 'ahzyqnwufv', '2022-01-11T15:44:50Z', '2021-12-09T17:35:22Z', '3209', '1909', 'yfepncdlvhigax');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Svend Waddingham', 'nvufksgmldyeacztrqox', '2021-10-10T14:20:07Z', '2022-02-15T16:04:53Z', '86', '4569', 'tewzrnyugplavdmxchjobksfqi');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gabbie Droghan', 'syudhzvbexngqwiafpmo', '2021-12-30T20:58:40Z', '2021-07-10T04:01:20Z', '4463', '415', 'myuvqogpkhjelcstwndfazbrxi');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Shelby Clampe', 'cgdavxkmhqbupe', '2021-09-14T02:09:57Z', '2021-08-10T03:02:01Z', '2535', '2955', 'wzhpedanxsbgfjkmuy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kacey Pentelow', 'grxzubcjifht', '2021-08-10T14:36:24Z', '2022-04-28T18:38:14Z', '127', '2775', 'izvbkhngopuqytefrsjmcxaldw');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Livvyy Durdy', 'edqoljpzkvn', '2022-05-14T23:37:18Z', '2021-09-26T09:39:58Z', '2252', '2118', 'uwrzkymdgchoxbplas');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Tulley Farenden', 'qvuspczdwghixmlrknjt', '2022-03-29T08:49:11Z', '2021-09-06T05:35:38Z', '46', '3333', 'abqpmfgvltkuhwxjco');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Yolanthe Ayshford', 'cobteszivjrw', '2021-11-15T19:29:01Z', '2021-09-16T11:24:53Z', '4444', '1809', 'kgsjewcfulyxrmpa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ailbert Gasken', 'uevrmazpsyxjcn', '2022-01-02T09:52:30Z', '2021-09-13T14:44:10Z', '4968', '2549', 'bveqdukymnpolihrszjcxfgtwa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Roderigo Antonovic', 'rpadzfcvyi', '2021-09-22T01:44:24Z', '2021-12-20T13:08:40Z', '3991', '2051', 'czqgdkljeyburmfxnohtsawpiv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Freddie Frickey', 'qxijmshueknwyazv', '2022-04-06T13:07:47Z', '2022-01-07T19:46:46Z', '4488', '3424', 'pkjlcoimyrwzdqsxthgneavbuf');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Dulcinea Venny', 'fdrgyuckistwvnpqezbh', '2022-03-20T20:40:31Z', '2022-04-08T02:14:19Z', '4066', '2936', 'ehzmxujbosfvgdriwkqltpcnay');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Retha Blesdill', 'msbwqgihcf', '2021-12-19T05:34:54Z', '2021-08-25T16:54:11Z', '1800', '2044', 'rwoinxskjdeltgzfpymhbvcqua');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Erhard Itzik', 'fmxlsktdpehuvgbri', '2022-04-27T18:42:54Z', '2021-07-03T21:14:13Z', '3497', '1071', 'vbgtzeohumxcskyfwdjialqrpn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Leeanne Baynom', 'cokdzralgvxtiwy', '2021-07-03T09:34:55Z', '2021-10-17T18:25:13Z', '3041', '4080', 'octnwuxrlje');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Mimi Ternott', 'tzwudslbox', '2021-09-11T18:00:30Z', '2021-08-21T00:46:27Z', '169', '2205', 'iaqkclbydzhmeofwrupxvjstgn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Vinita Cousin', 'ohczkbunryf', '2022-05-03T16:50:49Z', '2022-04-17T01:13:16Z', '735', '4056', 'lowmeaztrqjcyivpbuhsfnkdgx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gigi Thomlinson', 'cdkxvenzrhjuofb', '2022-05-02T12:17:27Z', '2021-08-19T00:20:10Z', '2823', '1493', 'rnigfjzeduhwvkmybosptqcxla');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Jozef Ertelt', 'iczkduygjhs', '2021-07-12T07:16:40Z', '2021-12-27T21:11:41Z', '2091', '4176', 'fdkiasjngouzlecpqtbyrvxhwm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Suzann Oddie', 'vnykjoxbzu', '2021-08-08T05:34:30Z', '2021-07-22T12:28:29Z', '113', '4617', 'ihgomjnqrzbadsfcwtvkyulexp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ellwood Atto', 'napryekbmwh', '2022-03-29T01:22:18Z', '2022-05-18T16:02:37Z', '3229', '3299', 'htljypkzcqnewifrgvsuomdbxa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Adolpho Crosio', 'ubqfsmjpezaylo', '2022-04-11T04:37:54Z', '2021-11-28T23:13:44Z', '422', '533', 'mdtjychgbszuavrpelnxwk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Felipa Foyle', 'cmsrjtyzoihnkfgelwap', '2021-06-13T07:48:48Z', '2021-12-06T12:52:21Z', '2237', '989', 'aqpoinklbsmtxuhyejfc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Adlai Konke', 'gypvadkijmtsuq', '2022-01-28T04:04:27Z', '2021-10-12T13:02:10Z', '3562', '3097', 'tubajwdzfmsicvyqkhprx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Antonietta Veronique', 'fahopksntlemwqgbydcr', '2021-12-04T00:01:32Z', '2021-12-10T05:35:18Z', '2734', '3282', 'izmjvtehpngaowuycrdlfsbxqk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Morry Cramphorn', 'hiwqlraxyfbdjvcsn', '2022-05-13T09:39:19Z', '2021-11-04T01:28:06Z', '2564', '4369', 'exdwsbukhacfotnqigpzrmyvjl');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Peri Simm', 'hwcnemfrsytaxlbgvopi', '2021-08-23T15:13:11Z', '2022-05-07T19:57:10Z', '415', '218', 'ihposbtzwfjlrqvcgkademu');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lilla Suller', 'cnbzdkmvhe', '2021-07-26T18:01:17Z', '2022-02-04T09:11:23Z', '4655', '238', 'rqjluhbpxcodeaftvysgkiwmzn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Pail Micallef', 'fgwadbvyie', '2021-11-18T07:17:01Z', '2021-09-07T13:57:59Z', '3984', '2371', 'sxrehdqupiovwytnazcbm');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ned Wingeatt', 'cwlxjgqyraipsnzute', '2021-09-11T11:15:41Z', '2022-01-06T04:39:55Z', '452', '2071', 'vsgfubwxhtrenmaqlozdcy');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Pedro Cornthwaite', 'jmspndvrtzqc', '2022-02-12T06:51:21Z', '2021-10-08T01:37:40Z', '2011', '933', 'lojxzfycswimhdrvugakntebqp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Freddy Norwood', 'thcygpxeakmnwurib', '2022-04-06T21:37:06Z', '2021-11-24T22:08:02Z', '889', '1418', 'cfrpunqobdawvhmsyxtiz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Karmen Simonitto', 'fdcpebrlwvysgonk', '2022-01-29T13:36:49Z', '2021-08-25T15:25:49Z', '1681', '4683', 'edflcxuripvynmhtowkaqbjsgz');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Drusy Gorman', 'cwubgzfivo', '2022-02-22T03:41:17Z', '2022-06-03T16:07:14Z', '3199', '4322', 'vacrmiyekfsgtzuplohdnqwbjx');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Kimberli Tockell', 'togylhdripnfw', '2022-01-31T01:19:13Z', '2022-02-20T06:06:53Z', '4178', '803', 'rzqfvsajigcnmpdwtokyeux');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Katee Bediss', 'ohmxyljkrcqwf', '2022-04-27T12:23:42Z', '2022-02-06T20:27:53Z', '1025', '3019', 'rfbtmlxkciahnuovywqpgdejzs');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Annecorinne Elijahu', 'menszljwfxgiay', '2021-11-08T17:45:28Z', '2021-10-26T21:33:36Z', '3960', '1575', 'nhblafuzcpqjysrwktgdiomexv');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Gabbey Phipps', 'bcxgaqyfonut', '2022-02-05T02:33:35Z', '2021-08-23T08:58:53Z', '4225', '4564', 'yifjvolegrntzxdubsqmahwk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Minnnie Tuxill', 'odfgktnalhecvmrjp', '2022-05-27T19:05:46Z', '2021-06-23T05:31:27Z', '2113', '4994', 'cxotdnylfsirgkqze');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Corene Siaskowski', 'fveqiahsomlz', '2022-02-16T03:48:55Z', '2021-10-12T13:22:36Z', '4392', '3182', 'pkvrbalmdghoicjwusynxztefq');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Hewe Ruzic', 'gywospzaqckx', '2021-07-13T08:21:09Z', '2022-02-07T11:12:41Z', '2188', '4159', 'vtbphlaumecirxgzqdjkoswyfn');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Granville Savatier', 'gjufzoscrvkapqtb', '2022-01-18T00:09:12Z', '2022-01-29T03:28:52Z', '4710', '667', 'ujtnvdhgbycpeqkwilmforszxa');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Melba Rugge', 'cefwisxtbj', '2022-01-03T21:05:43Z', '2022-04-12T18:31:41Z', '1461', '1212', 'xfakwpmytbjnlc');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Magdalen Guiduzzi', 'bngvcxwrkzl', '2022-02-14T17:46:03Z', '2022-01-26T08:37:20Z', '3331', '3642', 'jquohickfgybslrapxtzwnemvd');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Lyndsay Guppy', 'dkymbqlafjpzxtcosnhv', '2021-10-24T09:41:42Z', '2022-01-03T11:07:51Z', '1254', '4980', 'oxuetkjbiycfnqvdzmhp');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Alejandra Kedslie', 'msdqlzwuhcetbrkvnyio', '2021-10-25T01:06:35Z', '2022-04-05T22:00:25Z', '1698', '1263', 'hesxpbqotwlagynmzivckjfrud');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Becca Pentecost', 'autjlbgnvmfo', '2022-02-02T05:42:34Z', '2022-05-29T19:19:03Z', '4943', '772', 'grwzqxcojfkpylh');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Virgie Cresar', 'tgxrnfdwjvuip', '2021-09-30T22:15:18Z', '2022-05-31T06:33:37Z', '3313', '3552', 'ungsbohtaemxjqyzlwrifpcvdk');
insert into vendors (name, tax_no, start_date, end_date, updated_by, created_by, external_v_code) values ('Ulla Blackmoor', 'cqjilrutkxzpwv', '2021-10-18T21:07:00Z', '2022-05-11T20:16:10Z', '1766', '2649', 'trpkfizwjonqlabsgcxuvymedh');
